temple_id,name,category,city,area,state,country,deity,description,aarti_timings,timings,guidance,latitude,longitude,contact,youtube_url,images,is_verified
shaktipeeth-jogadya-temple-burdwan,Jogadya Temple – Khirgram,Shakti Peetha,Burdwan,,West Bengal,India,Goddess Jogadya,"Sacred Shakti Peetha where Sati's right great toe fell, famous for Vaishakha fair.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Burdwan, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.5283,88.0267,022 1234 5678,,[],True
shaktipeeth-kankalitala-temple-bolpur,Kankalitala Temple – Bolpur,Shakti Peetha,Bolpur,,West Bengal,India,Goddess Devgarbha,Situated on Kopai River bank near Shantiniketan where Sati's waist (Kankal) fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bolpur, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.7056,87.7128,022 1234 5678,,[],True
shaktipeeth-bhavani-mandir-tuljapur,Tulja Bhavani Temple – Tuljapur,Shakti Peetha,Tuljapur,,Maharashtra,India,Goddess Tulja Bhavani,Kuldevi of Chhatrapati Shivaji Maharaj and one of Maharashtra's 3.5 Shakti Peethas.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Tuljapur, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.0114,76.0792,022 1234 5678,,[],True
shaktipeeth-renuka-devi-temple-mahur,Renuka Devi Temple – Mahur,Shakti Peetha,Mahur,,Maharashtra,India,Goddess Renuka Devi,Birthplace of Lord Parashurama and major Shakti Peetha in Nanded district.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mahur, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",19.8292,77.9142,022 1234 5678,,[],True
shaktipeeth-saptashrungi-temple-nashik,Saptashrungi Nivasini Temple – Vani,Shakti Peetha,Vani,,Maharashtra,India,Goddess Saptashrungi,Situated atop seven mountain peaks near Nashik where Sati's right arm fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Vani, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.3925,73.9056,022 1234 5678,,[],True
shaktipeeth-danteshwari-temple-dantewada,Danteshwari Temple – Dantewada,Shakti Peetha,Dantewada,,Chhattisgarh,India,Goddess Danteshwari,600-year-old historic Shakti Peetha shrine where Sati's tooth (Danta) fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Dantewada, Chhattisgarh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.9,81.35,022 1234 5678,,[],True
shaktipeeth-chamunda-devi-temple-kangra,Chamunda Devi Temple – Kangra,Shakti Peetha,Kangra,,Himachal Pradesh,India,Goddess Chamunda,Situated on Baner river bank in Kangra valley dedicated to fierce form of Chandi.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kangra, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",32.1622,76.4253,022 1234 5678,,[],True
shaktipeeth-naina-devi-temple-bilaspur,Naina Devi Temple – Bilaspur,Shakti Peetha,Bilaspur,,Himachal Pradesh,India,Goddess Naina Devi,Overlooking Gobind Sagar lake where Sati's eyes (Naina) fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bilaspur, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",31.3061,76.5369,022 1234 5678,,[],True
shaktipeeth-brareshwari-devi-temple-kangra,Brajeshwari Devi Temple – Kangra,Shakti Peetha,Kangra,,Himachal Pradesh,India,Goddess Brajeshwari,Ancient fortified Nagarkot Dham Shakti Peetha where Sati's left breast fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kangra, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",32.0967,76.2689,022 1234 5678,,[],True
shaktipeeth-chintpurni-devi-temple-una,Chintpurni Devi Temple – Una,Shakti Peetha,Una,,Himachal Pradesh,India,Goddess Chintpurni,"Shakti Peetha where Sati's feet fell, renowned for removing all worries.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Una, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",31.8078,76.1311,022 1234 5678,,[],True
shaktipeeth-alopi-devi-temple-prayagraj,Alopi Devi Temple – Prayagraj,Shakti Peetha,Prayagraj,,Uttar Pradesh,India,Goddess Alopi Devi,"Unique Shakti Peetha near Sangam where no idol exists, only a wooden doli.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Prayagraj, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.4358,81.8622,022 1234 5678,,[],True
shaktipeeth-devi-patan-temple-balrampur,Devi Patan Temple – Tulsipur,Shakti Peetha,Balrampur,,Uttar Pradesh,India,Goddess Pateshwari,Associated with Maharshi Karna and Guru Gorakhnath where Sati's shoulder fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Balrampur, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.5517,82.4175,022 1234 5678,,[],True
shaktipeeth-harsiddhi-mata-temple-ujjain,Harsiddhi Mata Temple – Ujjain,Shakti Peetha,Ujjain,,Madhya Pradesh,India,Goddess Harsiddhi,"Adjoining Mahakaleshwar temple where Sati's elbow fell, featuring giant lamp pillars.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ujjain, Madhya Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.1814,75.7664,022 1234 5678,,[],True
shaktipeeth-sharada-devi-temple-maihar,Sharada Devi Temple – Maihar,Shakti Peetha,Maihar,,Madhya Pradesh,India,Goddess Sharda,"Perched on Trikuta hill reached via 1,063 steps, associated with warrior Alha.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Maihar, Madhya Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.2675,80.7583,022 1234 5678,,[],True
shaktipeeth-biraja-temple-jajpur,Biraja Temple – Jajpur,Shakti Peetha,Jajpur,,Odisha,India,Goddess Biraja,Ancient Shakti Peetha in Jajpur on Vaitarani river where Sati's navel fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Jajpur, Odisha. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.8503,86.3333,022 1234 5678,,[],True
shaktipeeth-tara-tarini-temple-ganjam,Tara Tarini Temple – Ganjam,Shakti Peetha,Berhampur,,Odisha,India,Goddess Tara Tarini,Perched atop Kumari hill on Rushikulya river bank where Sati's breasts fell.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Berhampur, Odisha. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",19.49,84.9,022 1234 5678,,[],True
vishnu-shri-ram-mandir-ayodhya,Ayodhya Ram Mandir Complex,Vishnu Temple,Ayodhya,,Uttar Pradesh,India,Lord Ram,Grand central sanctum of Lord Ram in holy city Ayodhya.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ayodhya, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.7922,82.1998,022 1234 5678,,[],True
vishnu-dwarakadheesh-temple-mathura,Dwarkadhish Temple – Mathura,Vishnu Temple,Mathura,,Uttar Pradesh,India,Lord Krishna,Famous 1814 temple on Yamuna banks celebrating vibrant Holi and Jhulan Yatra.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mathura, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.5036,77.6728,022 1234 5678,,[],True
vishnu-krishna-janmabhoomi-mathura,Shri Krishna Janmasthan – Mathura,Vishnu Temple,Mathura,,Uttar Pradesh,India,Lord Krishna,Prison cell birthplace of Lord Krishna surrounded by Keshavdeva temple complex.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mathura, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.505,77.6692,022 1234 5678,,[],True
vishnu-radha-raman-temple-vrindavan,Radha Raman Temple – Vrindavan,Vishnu Temple,Vrindavan,,Uttar Pradesh,India,Radha Raman,500-year-old self-manifested deity from Shaligram shila by Gopal Bhatta Goswami.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Vrindavan, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.5858,77.7031,022 1234 5678,,[],True
vishnu-radha-damodar-temple-vrindavan,Radha Damodar Temple – Vrindavan,Vishnu Temple,Vrindavan,,Uttar Pradesh,India,Radha Damodar,Historic temple established by Jiva Goswami in 1542 housing Govardhan shila.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Vrindavan, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.5839,77.7011,022 1234 5678,,[],True
vishnu-govind-dev-ji-temple-jaipur,Govind Dev Ji Temple – Jaipur,Vishnu Temple,Jaipur,,Rajasthan,India,Lord Krishna,Royal shrine inside City Palace complex featuring world's widest flat RCC span roof.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Jaipur, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.9261,75.8242,022 1234 5678,,[],True
vishnu-nathdwara-shrinathji-temple,Shrinathji Temple – Nathdwara,Vishnu Temple,Nathdwara,,Rajasthan,India,Shrinathji (Krishna),Pushtimarg seat housing 7-year-old child form of Lord Krishna lifting Govardhan hill.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nathdwara, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.9317,73.8181,022 1234 5678,,[],True
vishnu-kalaram-temple-nashik,Kalaram Temple – Nashik,Vishnu Temple,Nashik,,Maharashtra,India,Lord Ram,Historic black stone temple in Panchavati where Lord Ram resided during exile.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nashik, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",19.9989,73.7942,022 1234 5678,,[],True
vishnu-vitthal-temple-pandharpur,Vithoba Temple – Pandharpur,Vishnu Temple,Pandharpur,,Maharashtra,India,Lord Vitthal & Rukmini,Epicenter of Warkari sect on Chandrabhaga river hosting massive Ashadhi Ekadashi Yatra.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pandharpur, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",17.6775,75.3283,022 1234 5678,,[],True
vishnu-venugopala-swamy-temple-mysore,Venugopala Swamy Temple – KRS Mysore,Vishnu Temple,Mysuru,,Karnataka,India,Lord Venugopala,Relocated historic Hoysala architecture temple submerged in KRS dam reservoir.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mysuru, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.4231,76.5714,022 1234 5678,,[],True
vishnu-chennakesava-temple-belur,Chennakesava Temple – Belur,Vishnu Temple,Belur,,Karnataka,India,Lord Chennakesava,12th-century Hoysala masterpiece built by King Vishnuvardhana on Yagachi river.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Belur, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.1625,75.86,022 1234 5678,,[],True
vishnu-simhachalam-temple-visakhapatnam,Varaha Lakshmi Narasimha Temple – Simhachalam,Vishnu Temple,Visakhapatnam,,Andhra Pradesh,India,Lord Narasimha,Hilltop shrine where deity is covered continuously in sandalwood paste (Chandanotsavam).,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Visakhapatnam, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",17.7664,83.2422,022 1234 5678,,[],True
vishnu-ahobilam-narasimha-temple,Ahobilam Navanarasimha Temple,Vishnu Temple,Ahobilam,,Andhra Pradesh,India,Lord Narasimha,Sacred spot in Nallamala forest where Lord Narasimha emerged from iron pillar.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ahobilam, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",15.1333,78.7167,022 1234 5678,,[],True
vishnu-badrinath-dham-chamoli,Badri Vishal Temple – Chamoli,Vishnu Temple,Badrinath,,Uttarakhand,India,Lord Badri Narayan,Holy seat of Lord Vishnu amidst snowcapped Himalayan peaks.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Badrinath, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.7433,79.4938,022 1234 5678,,[],True
vishnu-ananta-vasudeva-temple-bhubaneswar,Ananta Vasudeva Temple – Bhubaneswar,Vishnu Temple,Bhubaneswar,,Odisha,India,Lord Krishna & Balaram,13th-century Vaishnava temple serving traditional Abadha bhog Prasadam.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bhubaneswar, Odisha. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.2422,85.835,022 1234 5678,,[],True
shiva-pashupatinath-temple-nepal-border,Pashupatinath Shrine – Indo-Nepal Border,Shiva Temple,Pithoragarh,,Uttarakhand,India,Lord Pashupatinath,Sacred Shiva shrine near Indo-Nepal frontier surrounded by deodar forests.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pithoragarh, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.5833,80.2167,022 1234 5678,,[],True
shiva-trimbakeshwar-dham-nashik,Trimbak Raja Temple – Nashik,Shiva Temple,Nashik,,Maharashtra,India,Lord Shiva,Holy source of Godavari river with triple lingam shrine.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nashik, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",19.9419,73.5298,022 1234 5678,,[],True
shiva-bhimashankar-jyotirling-pune,Bhimashankar Forest Temple – Pune,Shiva Temple,Pune,,Maharashtra,India,Lord Shiva,Dense Sahyadri sanctuary shrine surrounded by giant Indian squirrels.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pune, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",19.0714,73.553,022 1234 5678,,[],True
shiva-somnath-patan-gujarat,Somnath Jyotirlinga Shrine – Veraval,Shiva Temple,Veraval,,Gujarat,India,Lord Shiva,Eternal shrine on Arabian shore celebrating Lord Shiva as Lord of Moon.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Veraval, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.888,70.4012,022 1234 5678,,[],True
shiva-tarakeshwar-temple-hooghly,Tarakeshwar Temple – Hooghly,Shiva Temple,Tarakeswar,,West Bengal,India,Lord Taraknath,Major Bengali Shiva pilgrimage site visited by lakhs of barefoot Gajan devotees.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Tarakeswar, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.8872,88.0169,022 1234 5678,,[],True
shiva-baba-dham-deoghar,Baba Baidyanath Jyotirlinga – Deoghar,Shiva Temple,Deoghar,,Jharkhand,India,Lord Shiva,Famed healing shrine of Lord Shiva in Santhal Parganas.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Deoghar, Jharkhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.4844,86.6994,022 1234 5678,,[],True
shiva-kashi-vishwanath-corridor-varanasi,Kashi Vishwanath Corridor Shrine,Shiva Temple,Varanasi,,Uttar Pradesh,India,Lord Shiva,Spiritual heart of Kashi directly connected to Manikarnika Ghat.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Varanasi, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.3109,83.0107,022 1234 5678,,[],True
shiva-mahakaleshwar-bhasma-temple,Mahakal Jyotirlinga Shrine – Ujjain,Shiva Temple,Ujjain,,Madhya Pradesh,India,Lord Shiva,Sole south-facing Jyotirlinga celebrated for daily Bhasma Aarti.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ujjain, Madhya Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.1828,75.7682,022 1234 5678,,[],True
shiva-omkareshwar-island-khandwa,Omkareshwar Island Mandir – Narmada,Shiva Temple,Khandwa,,Madhya Pradesh,India,Lord Shiva,Narmada river island shrine naturally shaped like OM symbol.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Khandwa, Madhya Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.2456,76.151,022 1234 5678,,[],True
shiva-kedarnath-himalayan-shrine,Kedarnath Himalayan Temple,Shiva Temple,Rudraprayag,,Uttarakhand,India,Lord Shiva,High altitude Himalayan shrine at origin of Mandakini river.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Rudraprayag, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",30.7352,79.0669,022 1234 5678,,[],True
shiva-grishneshwar-ellora-caves,Grishneshwar Red Rock Temple – Ellora,Shiva Temple,Ellora,,Maharashtra,India,Lord Shiva,Ahilyabai Holkar rebuilt temple near UNESCO Ellora caves.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ellora, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.0258,75.178,022 1234 5678,,[],True
shiva-nageshwar-darukavana-gujarat,Nageshwar Darukavana Shrine – Dwarka,Shiva Temple,Dwarka,,Gujarat,India,Lord Shiva,Coastal Gujarat shrine featuring 85-foot meditating Shiva statue.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Dwarka, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.4707,69.086,022 1234 5678,,[],True
shiva-ramanathaswamy-corridor-rameswaram,Ramanathaswamy Long Corridor Temple,Shiva Temple,Rameswaram,,Tamil Nadu,India,Lord Shiva,World's longest stone carved temple corridor on Rameswaram island.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Rameswaram, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.2881,79.3174,022 1234 5678,,[],True
shiva-mallikarjuna-srisailam-hills,Mallikarjuna Srisailam Temple,Shiva Temple,Srisailam,,Andhra Pradesh,India,Lord Shiva,Nallamala forest mountain shrine overlooking Krishna river.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Srisailam, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.0728,78.8686,022 1234 5678,,[],True
shiva-kapaleeshwarar-temple-chennai,Kapaleeshwarar Temple – Mylapore,Shiva Temple,Chennai,,Tamil Nadu,India,Lord Kapaleeshwarar,Classic 7th-century Dravidian temple with rainbow-colored gopuram in Mylapore.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Chennai, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.0339,80.2697,022 1234 5678,,[],True
shiva-vadakkunnathan-temple-thrissur,Vadakkunnathan Temple – Thrissur,Shiva Temple,Thrissur,,Kerala,India,Lord Vadakkunnathan,Ancient Kerala style hilltop temple host of world-famous Thrissur Pooram.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Thrissur, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.5242,76.2139,022 1234 5678,,[],True
shiva-chinnamastika-shiva-temple,Bhairavnath Shiva Shrine – Rajrappa,Shiva Temple,Ramgarh,,Jharkhand,India,Lord Bhairav Shiva,River confluence shrine adjoining Chinnamasta Devi temple.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ramgarh, Jharkhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.6306,85.7139,022 1234 5678,,[],True
shiva-kotilingeshwara-temple-kolar,Kotilingeshwara Temple – Kolar,Shiva Temple,Kolar,,Karnataka,India,Lord Shiva,Features world's largest 108-foot Shiva Lingam surrounded by 1 crore lingams.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kolar, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.0236,78.3039,022 1234 5678,,[],True
devi-kamakhya-peeth-guwahati,Kamakhya Devi Sanctuary – Assam,Devi Temple,Guwahati,,Assam,India,Goddess Kamakhya,Sacred Tantric seat on Nilachal hill in Assam.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Guwahati, Assam. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.1664,91.7067,022 1234 5678,,[],True
devi-kalighat-mandir-kolkata,Kalighat Kali Shrine – Kolkata,Devi Temple,Kolkata,,West Bengal,India,Goddess Kali,Sacred Adi Ganga shrine in heart of Kolkata city.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kolkata, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.5186,88.3426,022 1234 5678,,[],True
devi-dakshineswar-kali-temple-kolkata,Dakshineswar Kali Temple – Kolkata,Devi Temple,Kolkata,,West Bengal,India,Goddess Bhavatarini,Pristine 1855 temple built by Rani Rashmoni where Sri Ramakrishna Paramahamsa served as priest.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kolkata, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.655,88.3575,022 1234 5678,,[],True
devi-kanaka-durga-temple-vijayawada,Kanaka Durga Temple – Vijayawada,Devi Temple,Vijayawada,,Andhra Pradesh,India,Goddess Kanaka Durga,Sits atop Indrakeeladri hill along Krishna river in Vijayawada.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Vijayawada, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.5161,80.6081,022 1234 5678,,[],True
devi-sree-bhadrakali-temple-attukal,Attukal Bhagavathy Temple – Thiruvananthapuram,Devi Temple,Thiruvananthapuram,,Kerala,India,Goddess Attukal Bhagavathy,Sabarimala of Women famous for Guinness record Attukal Pongala gathering.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Thiruvananthapuram, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",8.4725,76.9536,022 1234 5678,,[],True
devi-chottanikara-temple-kochi,Chottanikkara Bhagavathy Temple – Kochi,Devi Temple,Kochi,,Kerala,India,Goddess Rajarajeshwari,Renowned for healing mental ailments through divine motherly grace.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kochi, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.9322,76.3922,022 1234 5678,,[],True
